id,group id,video path,annotation path,sceneType,fps,num frames,aesthetic score,motion score,timeOfDay,weather,crowdDensity
38fc23dd-74b3-56f7-a2ba-b5b137d28d90,1.0,videos/group_0001/38fc23dd-74b3-56f7-a2ba-b5b137d28d90.mp4,annotations/group_0001/38fc23dd-74b3-56f7-a2ba-b5b137d28d90,Rural;Park,60.0,150.0,4.609123706817627,7.713106317880794,Daytime (Midday/Noon/Afternoon),Cloudy,Sparse
41af8295-d5c4-5c30-8d61-e59be1b03033,1.0,videos/group_0001/41af8295-d5c4-5c30-8d61-e59be1b03033.mp4,annotations/group_0001/41af8295-d5c4-5c30-8d61-e59be1b03033,Natural Landscape;Forest Railway,50.0,750.0,4.780566692352295,7.9747366884154465,Unknown,Cloudy,Deserted
367cda01-c05c-5ac1-a2f0-32ebeef515d8,1.0,videos/group_0001/367cda01-c05c-5ac1-a2f0-32ebeef515d8.mp4,annotations/group_0001/367cda01-c05c-5ac1-a2f0-32ebeef515d8,Rural;Residential Homestead,60.0,462.0,4.906869888305664,6.93298214686825,Daytime,Sunny,Deserted
d86e9b2b-9fbf-5c4b-8720-6c7cc3f4c736,1.0,videos/group_0001/d86e9b2b-9fbf-5c4b-8720-6c7cc3f4c736.mp4,annotations/group_0001/d86e9b2b-9fbf-5c4b-8720-6c7cc3f4c736,Urban;Nighttime Street Scene,59.94006309148265,234.0,4.938685417175293,8.616905306382979,Night,Unknown,Crowded
b38fea15-be8c-50f6-ac4a-a1eb0b0942cf,1.0,videos/group_0001/b38fea15-be8c-50f6-ac4a-a1eb0b0942cf.mp4,annotations/group_0001/b38fea15-be8c-50f6-ac4a-a1eb0b0942cf,Urban;Street Scene,59.94006309148265,543.0,4.433087348937988,5.424153213235294,Daytime (Midday/Noon/Afternoon),Cloudy,Sparse
af0cb331-6fd8-5f2d-a129-d0b6e8ac8c4c,1.0,videos/group_0001/af0cb331-6fd8-5f2d-a129-d0b6e8ac8c4c.mp4,annotations/group_0001/af0cb331-6fd8-5f2d-a129-d0b6e8ac8c4c,Rural;Mountain Village Street,60.0,900.0,4.402712821960449,3.657492834628192,Daytime,Sunny,Moderate
6423ad26-42f3-58bb-8440-098bc87103ce,1.0,videos/group_0001/6423ad26-42f3-58bb-8440-098bc87103ce.mp4,annotations/group_0001/6423ad26-42f3-58bb-8440-098bc87103ce,Interior;Dining Room,30.0,84.0,4.645626068115234,6.512183976470587,Daytime,Sunny,Deserted
4f11705d-afdd-573d-a115-2219e61767c6,1.0,videos/group_0001/4f11705d-afdd-573d-a115-2219e61767c6.mp4,annotations/group_0001/4f11705d-afdd-573d-a115-2219e61767c6,Interior;Bathroom,29.97002997002997,84.0,4.8541998863220215,3.526695211764706,Unknown,Unknown,Unknown
e2918a71-5f95-5240-ba56-1bc9eea00368,1.0,videos/group_0001/e2918a71-5f95-5240-ba56-1bc9eea00368.mp4,annotations/group_0001/e2918a71-5f95-5240-ba56-1bc9eea00368,Urban;Street Scene,30.0,450.0,4.60241174697876,4.206006055432373,Daytime,Rainy,Sparse
e24ebd1c-bb67-5e46-b658-2aded973dec0,1.0,videos/group_0001/e24ebd1c-bb67-5e46-b658-2aded973dec0.mp4,annotations/group_0001/e24ebd1c-bb67-5e46-b658-2aded973dec0,Rural;Village Scene,60.0,837.0,4.747073650360107,6.267794417661099,Dusk/Evening,Sunny,Deserted
ff26791e-ad9e-5d63-adae-deae9654b246,1.0,videos/group_0001/ff26791e-ad9e-5d63-adae-deae9654b246.mp4,annotations/group_0001/ff26791e-ad9e-5d63-adae-deae9654b246,Natural Landscape;Mountain Road,60.0,900.0,4.6023383140563965,4.9316159522752505,Daytime,Cloudy,Deserted
39e7698c-2722-5737-9cc6-6b4a6dd37be8,1.0,videos/group_0001/39e7698c-2722-5737-9cc6-6b4a6dd37be8.mp4,annotations/group_0001/39e7698c-2722-5737-9cc6-6b4a6dd37be8,Urban;Street Scene,60.0,900.0,4.671657085418701,3.073481644839068,Daytime (Midday/Noon/Afternoon),Sunny,Moderate
4262f55e-374a-5859-b2bf-65fae37beb30,1.0,videos/group_0001/4262f55e-374a-5859-b2bf-65fae37beb30.mp4,annotations/group_0001/4262f55e-374a-5859-b2bf-65fae37beb30,Rural;Small Town Street,60.0,408.0,4.435184478759766,3.739615344743276,Daytime,Sunny,Deserted
4ae5732b-b68d-56c0-923e-3f1547f74642,1.0,videos/group_0001/4ae5732b-b68d-56c0-923e-3f1547f74642.mp4,annotations/group_0001/4ae5732b-b68d-56c0-923e-3f1547f74642,Rural;Graveyard,29.97002997002997,449.0,4.58414363861084,4.141404564444445,Unknown,Cloudy,Deserted
a0efcdb0-c0ec-52c0-b981-5140bf3f8c5d,1.0,videos/group_0001/a0efcdb0-c0ec-52c0-b981-5140bf3f8c5d.mp4,annotations/group_0001/a0efcdb0-c0ec-52c0-b981-5140bf3f8c5d,Rural;Village Scene,60.0,204.0,4.89822244644165,6.794739482926829,Daytime,Sunny,Deserted
3189593f-76e1-5aa5-aaf7-4c3e1338b43f,1.0,videos/group_0001/3189593f-76e1-5aa5-aaf7-4c3e1338b43f.mp4,annotations/group_0001/3189593f-76e1-5aa5-aaf7-4c3e1338b43f,Urban;Alleyway,60.0,198.0,4.64098072052002,8.873337477386935,Daytime,Sunny,Deserted
d33830fb-9328-5155-8089-c2b55fb16ec9,1.0,videos/group_0001/d33830fb-9328-5155-8089-c2b55fb16ec9.mp4,annotations/group_0001/d33830fb-9328-5155-8089-c2b55fb16ec9,Rural;Village Scene,29.97002997002997,333.0,4.890617370605469,4.437028440119761,Unknown,Cloudy,Deserted
22b543e7-9d28-5496-a06d-bc945eb19b23,1.0,videos/group_0001/22b543e7-9d28-5496-a06d-bc945eb19b23.mp4,annotations/group_0001/22b543e7-9d28-5496-a06d-bc945eb19b23,Urban;Street Scene,60.0,144.0,4.842322826385498,5.306490282758621,Night,Rainy,Sparse
a8855f72-30b7-5e3f-8afc-72999bbe1fee,1.0,videos/group_0001/a8855f72-30b7-5e3f-8afc-72999bbe1fee.mp4,annotations/group_0001/a8855f72-30b7-5e3f-8afc-72999bbe1fee,Natural Landscape;Desert Road,29.97002997002997,239.0,4.560429573059082,4.757008379166667,Daytime,Sunny,Deserted
e890e705-a5a4-5d4c-a44b-41e7b5e9ffc0,1.0,videos/group_0001/e890e705-a5a4-5d4c-a44b-41e7b5e9ffc0.mp4,annotations/group_0001/e890e705-a5a4-5d4c-a44b-41e7b5e9ffc0,Urban;Street Scene,60.0,900.0,4.7995476722717285,6.199240163152052,Daytime,Sunny,Moderate
4fa1d32e-31a9-5400-a60b-c26ea9073fab,1.0,videos/group_0001/4fa1d32e-31a9-5400-a60b-c26ea9073fab.mp4,annotations/group_0001/4fa1d32e-31a9-5400-a60b-c26ea9073fab,Urban;Street Scene,60.0,900.0,4.703404903411865,3.14225923418424,Daytime (Midday/Noon/Afternoon),Sunny,Crowded
739cd1ee-0b86-546f-b69b-b6da16c0fe52,1.0,videos/group_0001/739cd1ee-0b86-546f-b69b-b6da16c0fe52.mp4,annotations/group_0001/739cd1ee-0b86-546f-b69b-b6da16c0fe52,Urban;Street Scene,60.0,204.0,4.891848564147949,5.5319715170731705,Daytime (Midday/Noon/Afternoon),Cloudy,Deserted
42e5aee0-7ebf-5dd1-b512-d516772d67ed,1.0,videos/group_0001/42e5aee0-7ebf-5dd1-b512-d516772d67ed.mp4,annotations/group_0001/42e5aee0-7ebf-5dd1-b512-d516772d67ed,Urban;Elevated Walkway,59.94006309148265,899.0,5.02390718460083,4.715467726666667,Dawn,Sunny,Moderate
65612f9c-b702-5626-a4e9-5ddbea42149d,1.0,videos/group_0001/65612f9c-b702-5626-a4e9-5ddbea42149d.mp4,annotations/group_0001/65612f9c-b702-5626-a4e9-5ddbea42149d,Urban;Street Scene,29.97002997002997,450.0,4.668628692626953,3.7768621751662974,Night,Rainy,Deserted
08bf1be7-6150-5139-9052-7069c63ebe69,1.0,videos/group_0001/08bf1be7-6150-5139-9052-7069c63ebe69.mp4,annotations/group_0001/08bf1be7-6150-5139-9052-7069c63ebe69,Interior;Wooden Bridge,60.0,708.0,4.441656112670898,4.568970798307475,Daytime (Midday/Noon/Afternoon),Unknown,Deserted
818f674f-f715-527f-a35c-034fefacc209,1.0,videos/group_0001/818f674f-f715-527f-a35c-034fefacc209.mp4,annotations/group_0001/818f674f-f715-527f-a35c-034fefacc209,Natural Landscape;Forest Path,59.94005994005994,899.0,4.655354499816895,4.266524726666667,Unknown,Cloudy,Deserted
df9987c4-aa54-5777-80fc-aa2139541c6a,1.0,videos/group_0001/df9987c4-aa54-5777-80fc-aa2139541c6a.mp4,annotations/group_0001/df9987c4-aa54-5777-80fc-aa2139541c6a,Urban;Street Scene,59.94006309148265,899.0,4.423440933227539,4.531936185555555,Daytime,Sunny,Moderate
e11749be-708e-5f5b-9571-2e87d24738d1,1.0,videos/group_0001/e11749be-708e-5f5b-9571-2e87d24738d1.mp4,annotations/group_0001/e11749be-708e-5f5b-9571-2e87d24738d1,Natural Landscape;Canyon,29.97165054516584,449.0,4.871721267700195,7.065445104444444,Daytime,Sunny,Deserted
d3ffaff5-f173-5134-951b-79a29cde05f1,1.0,videos/group_0001/d3ffaff5-f173-5134-951b-79a29cde05f1.mp4,annotations/group_0001/d3ffaff5-f173-5134-951b-79a29cde05f1,Natural Landscape;Mountain Trail,29.97002997002997,449.0,5.013764381408691,4.237591244444444,Daytime (Midday/Noon/Afternoon),Sunny,Deserted
1a788cfb-97a1-5aa6-bbb0-fecf3d89c1de,1.0,videos/group_0001/1a788cfb-97a1-5aa6-bbb0-fecf3d89c1de.mp4,annotations/group_0001/1a788cfb-97a1-5aa6-bbb0-fecf3d89c1de,Urban;Street Scene,30.0,99.0,4.803555488586426,8.26822555,Daytime (Midday/Noon/Afternoon),Rainy,Moderate
65c2421b-f846-528b-a5f7-5199057e8539,1.0,videos/group_0001/65c2421b-f846-528b-a5f7-5199057e8539.mp4,annotations/group_0001/65c2421b-f846-528b-a5f7-5199057e8539,Natural Landscape;Forest Trail,29.97002997002997,450.0,4.619507312774658,6.171086188470066,Daytime,Sunny,Deserted
7ae19eef-153e-52fa-b788-c1b1fc9f52d8,1.0,videos/group_0001/7ae19eef-153e-52fa-b788-c1b1fc9f52d8.mp4,annotations/group_0001/7ae19eef-153e-52fa-b788-c1b1fc9f52d8,Interior;Living Room,23.976023976023978,97.0,5.206553936004639,5.845623632653061,Daytime,Sunny,Deserted
704d9a6d-38d3-5606-8ce3-b5a0bd1487a7,1.0,videos/group_0001/704d9a6d-38d3-5606-8ce3-b5a0bd1487a7.mp4,annotations/group_0001/704d9a6d-38d3-5606-8ce3-b5a0bd1487a7,Urban;Street Scene,59.94006309148265,502.0,5.046163558959961,3.9305481809145126,Daytime,Snowy,Deserted
ee528041-8ba7-5757-b3c2-27ffebcac93a,1.0,videos/group_0001/ee528041-8ba7-5757-b3c2-27ffebcac93a.mp4,annotations/group_0001/ee528041-8ba7-5757-b3c2-27ffebcac93a,Urban;Cafe Scene,30.0,210.0,4.75885820388794,6.691082507109004,Night,Unknown,Moderate
2c59c016-86b4-5f3e-a9c0-d032fd36d903,1.0,videos/group_0001/2c59c016-86b4-5f3e-a9c0-d032fd36d903.mp4,annotations/group_0001/2c59c016-86b4-5f3e-a9c0-d032fd36d903,Urban;Street Scene,30.0,450.0,4.535820960998535,3.241554592017738,Daytime,Rainy,Sparse
dbf3aa99-7706-53ec-b1ea-e48e1d93a561,1.0,videos/group_0001/dbf3aa99-7706-53ec-b1ea-e48e1d93a561.mp4,annotations/group_0001/dbf3aa99-7706-53ec-b1ea-e48e1d93a561,Urban;Park Pathway,59.94006309148265,159.0,4.901772499084473,8.90210675625,Daytime (Midday/Noon/Afternoon),Sunny,Sparse
b77cea99-ccf6-53d2-8352-8b64d7f51c8c,1.0,videos/group_0001/b77cea99-ccf6-53d2-8352-8b64d7f51c8c.mp4,annotations/group_0001/b77cea99-ccf6-53d2-8352-8b64d7f51c8c,Urban;Street Scene,30.0,450.0,4.723571300506592,4.5286231507760535,Night,Rainy,Sparse
3d2084f8-0a33-5832-bd08-f35e79cebcc1,1.0,videos/group_0001/3d2084f8-0a33-5832-bd08-f35e79cebcc1.mp4,annotations/group_0001/3d2084f8-0a33-5832-bd08-f35e79cebcc1,Urban;Alleyway,60.0,900.0,4.582106113433838,3.430279985571587,Daytime,Snowy,Deserted
882cdd33-fd6b-5e40-b24b-86c6d5f7f774,1.0,videos/group_0001/882cdd33-fd6b-5e40-b24b-86c6d5f7f774.mp4,annotations/group_0001/882cdd33-fd6b-5e40-b24b-86c6d5f7f774,Urban;Street Scene,59.94006309148265,899.0,4.82343864440918,5.333642796666667,Daytime (Midday/Noon/Afternoon),Sunny,Moderate
7474593d-8d95-54a4-b5ca-8c01613ef748,1.0,videos/group_0001/7474593d-8d95-54a4-b5ca-8c01613ef748.mp4,annotations/group_0001/7474593d-8d95-54a4-b5ca-8c01613ef748,Urban;Street Scene,60.0,900.0,4.445366859436035,4.513921340732519,Daytime (Midday/Noon/Afternoon),Cloudy,Deserted
49f9a59b-06bc-5595-95c8-806cdeb4b031,1.0,videos/group_0001/49f9a59b-06bc-5595-95c8-806cdeb4b031.mp4,annotations/group_0001/49f9a59b-06bc-5595-95c8-806cdeb4b031,Urban;Cafe Storefront,30.0,174.0,4.557282447814941,4.665197211428572,Night,Rainy,Sparse
14478816-57f4-5988-8c71-b5f72bba0552,1.0,videos/group_0001/14478816-57f4-5988-8c71-b5f72bba0552.mp4,annotations/group_0001/14478816-57f4-5988-8c71-b5f72bba0552,Natural Landscape;Forest Road,59.94006309148265,207.0,4.4418230056762695,8.25753197596154,Daytime,Sunny,Deserted
71682740-945c-5fb5-9b7c-7d8e00b63d40,1.0,videos/group_0001/71682740-945c-5fb5-9b7c-7d8e00b63d40.mp4,annotations/group_0001/71682740-945c-5fb5-9b7c-7d8e00b63d40,Waterfront;Marina,25.0,114.0,4.951592445373535,8.859144443478261,Daytime (Midday/Noon/Afternoon),Sunny,Sparse
e44dcf14-52ec-535f-b6d5-cafd4d600ae3,1.0,videos/group_0001/e44dcf14-52ec-535f-b6d5-cafd4d600ae3.mp4,annotations/group_0001/e44dcf14-52ec-535f-b6d5-cafd4d600ae3,Natural Landscape;Mountain Road,59.94006309148265,381.0,4.591451644897461,8.109481918848166,Daytime,Sunny,Moderate
29e96e1c-b94a-55f0-9db8-4b44f844d5ad,1.0,videos/group_0001/29e96e1c-b94a-55f0-9db8-4b44f844d5ad.mp4,annotations/group_0001/29e96e1c-b94a-55f0-9db8-4b44f844d5ad,Natural Landscape;Park/Garden,30.00016809418252,450.0,4.475893974304199,5.419704399113082,Unknown,Rainy,Deserted
0db30516-c51b-508b-a8c7-6e3f632004f3,1.0,videos/group_0001/0db30516-c51b-508b-a8c7-6e3f632004f3.mp4,annotations/group_0001/0db30516-c51b-508b-a8c7-6e3f632004f3,Natural Landscape;Mountain Road,60.0,186.0,4.709300994873047,4.824377700534759,Daytime (Midday/Noon/Afternoon),Cloudy,Deserted
73e79987-6a07-5876-b718-62ea5fc708ac,1.0,videos/group_0001/73e79987-6a07-5876-b718-62ea5fc708ac.mp4,annotations/group_0001/73e79987-6a07-5876-b718-62ea5fc708ac,Urban;Rooftop Patio,59.94005994005994,150.0,4.530619621276856,3.99861257615894,Daytime,Sunny,Deserted
db1a5e7c-b239-5a80-b71e-2b30cf852ded,1.0,videos/group_0001/db1a5e7c-b239-5a80-b71e-2b30cf852ded.mp4,annotations/group_0001/db1a5e7c-b239-5a80-b71e-2b30cf852ded,Urban;Street Scene,60.0,900.0,4.790217399597168,4.130615360710322,Daytime (Midday/Noon/Afternoon),Cloudy,Moderate
2fbc0683-5277-55ad-a990-dd7c77976d96,1.0,videos/group_0001/2fbc0683-5277-55ad-a990-dd7c77976d96.mp4,annotations/group_0001/2fbc0683-5277-55ad-a990-dd7c77976d96,Rural;Forest Road,29.971666063669005,450.0,4.484540939331055,6.399679458980044,Dawn/Morning,Cloudy,Deserted
8e84d5ac-472a-5553-a141-1b2eb90fe78d,1.0,videos/group_0001/8e84d5ac-472a-5553-a141-1b2eb90fe78d.mp4,annotations/group_0001/8e84d5ac-472a-5553-a141-1b2eb90fe78d,Natural Landscape;Mountain Train Journey,59.94005994005994,899.0,4.898059844970703,4.050961476666667,Dawn/Evening,Cloudy,Sparse
a884fb06-ac39-5950-a2b4-288bf4d93efe,1.0,videos/group_0001/a884fb06-ac39-5950-a2b4-288bf4d93efe.mp4,annotations/group_0001/a884fb06-ac39-5950-a2b4-288bf4d93efe,Urban;City Street,23.976023976023978,52.0,4.747312068939209,8.217274433962263,Night,Rainy,Deserted
5155cb32-ebcc-5b47-9631-c5349e018a24,1.0,videos/group_0001/5155cb32-ebcc-5b47-9631-c5349e018a24.mp4,annotations/group_0001/5155cb32-ebcc-5b47-9631-c5349e018a24,Natural Landscape;Forest Path,60.00791094066483,573.0,4.721606254577637,8.267902536585366,Daytime,Sunny,Deserted
28058510-ed89-5c8c-aed7-e5066e07cf03,1.0,videos/group_0001/28058510-ed89-5c8c-aed7-e5066e07cf03.mp4,annotations/group_0001/28058510-ed89-5c8c-aed7-e5066e07cf03,Urban;Street Scene,59.94006309148265,899.0,4.845319747924805,3.333123848888889,Daytime (Midday/Noon/Afternoon),Unknown,Sparse
f35b68b8-2ba8-5dc0-a884-49ab45189daa,1.0,videos/group_0001/f35b68b8-2ba8-5dc0-a884-49ab45189daa.mp4,annotations/group_0001/f35b68b8-2ba8-5dc0-a884-49ab45189daa,Natural Landscape;Forest Trail,59.94006309148265,165.0,4.442157745361328,7.478784777108434,Daytime,Cloudy,Deserted
63e1008d-5f34-5cb5-8c78-c93e44085150,1.0,videos/group_0001/63e1008d-5f34-5cb5-8c78-c93e44085150.mp4,annotations/group_0001/63e1008d-5f34-5cb5-8c78-c93e44085150,Urban;Street Scene,60.0,900.0,4.409539699554443,6.177981902330743,Daytime,Sunny,Moderate
2c5aa100-5505-5887-aad3-565197c23d67,1.0,videos/group_0001/2c5aa100-5505-5887-aad3-565197c23d67.mp4,annotations/group_0001/2c5aa100-5505-5887-aad3-565197c23d67,Urban;Cobblestone Street,59.94006309148265,435.0,5.203742504119873,4.279486855504587,Unknown,Cloudy,Deserted
3da80140-ccc3-5128-b5a9-1c06d33b1715,1.0,videos/group_0001/3da80140-ccc3-5128-b5a9-1c06d33b1715.mp4,annotations/group_0001/3da80140-ccc3-5128-b5a9-1c06d33b1715,Urban;Rainy Street Scene,30.0,450.0,4.7983717918396,4.858934017738359,Night,Rainy,Sparse
55864e76-f610-547f-b41f-23c0b2e3b8ad,1.0,videos/group_0001/55864e76-f610-547f-b41f-23c0b2e3b8ad.mp4,annotations/group_0001/55864e76-f610-547f-b41f-23c0b2e3b8ad,Natural Landscape;Mountain Valley,59.94876665803184,899.0,4.919046401977539,8.083225251111111,Daytime,Sunny,Deserted
db9e1fb6-327e-570b-828d-9cb9909c8570,1.0,videos/group_0001/db9e1fb6-327e-570b-828d-9cb9909c8570.mp4,annotations/group_0001/db9e1fb6-327e-570b-828d-9cb9909c8570,Natural Landscape;Mountain Railway,59.94006309148265,899.0,4.762416362762451,5.669750991111111,Unknown,Cloudy,Deserted
fb4c9325-34c8-5fac-802c-6e9493886359,1.0,videos/group_0001/fb4c9325-34c8-5fac-802c-6e9493886359.mp4,annotations/group_0001/fb4c9325-34c8-5fac-802c-6e9493886359,Urban;Residential Street,30.0,450.0,4.443611145019531,3.144826312638581,Unknown,Rainy,Sparse
